transaction_id,account_id,customer_id,customer_name,email,phone,transaction_date,amount,transaction_type,currency,merchant,merchant_category,balance,credit_limit,fraud_flag,status,card_number,routing_number,last_updated
TXN-00001257,ACC-1309782,CUST-65906,Melissa Reed,williamsmelissa@example.com,916-891-7418,2024-01-12,14414.15,Fee,GBP,,Online,2011.9,63184.81,0,Failed,7958516632158357,838656514,2020-10-11
TXN-00001258,ACC-1637888,CUST-89980,Anna May,andrea31@example.com,+1-260-310-4757x53143,2020-02-20,8902.75,Fee,CAD,Hunt-Woods,Healthcare,9757.99,63289.6,0,Completed,9544290753278055,814053476,2021-08-31
TXN-00001259,,CUST-67631,Julie Brown,myerswesley@example.net,(727)772-8289x758,2026-05-19,6629.57,Credit,JPY,"Morgan, Barnes and Parks",Dining,7118.86,20612.94,0,Pending,3841694737816498,446818754,2021-02-18
TXN-00001260,ACC-2565420,CUST-68996,Cesar Cross,justin48@example.net,270.593.4674x48469,2022-05-12,9911.3,Debit,EUR,"Hampton, Morgan and Hayes",Grocery,3553.2,26205.97,1,Failed,5901213490577061,385511660,2023-10-22
TXN-00001261,ACC-8535168,CUST-90485,Jamie Sanchez,xthompson@example.com,001-304-827-8771x1278,2020-03-15,474.19,Transfer,CAD,"Garcia, Martinez and Hernandez",Entertainment,19112.57,97769.05,0,Completed,8300407943454461,910828125,2024-10-02
TXN-00001262,ACC-2733469,CUST-13447,Timothy Cruz,hooverjason@example.net,9174855665,2024-04-07,9164.9,Fee,EUR,Martin Inc,Dining,20008.22,63427.86,0,Reversed,2787323819977271,405900106,2022-03-02
TXN-00001263,ACC-9044833,CUST-59286,Jerry Miller,katherinegordon@example.org,832.241.2549,2026-08-14,4167.01,Refund,CAD,Jacobs Inc,Dining,20144.06,94301.16,0,Failed,1782528467831949,899592861,2023-10-25
TXN-00001264,ACC-6128841,CUST-42481,Misty Allen,amanda53@example.com,319.609.8776x74967,2024-06-14,1166.84,Fee,CAD,Sanchez Inc,Entertainment,43280.02,88684.21,0,Reversed,1255379594318076,228640738,2020-01-17
TXN-00001265,ACC-2796310,CUST-42883,Kathleen Davis,melissa09@example.org,600.891.1165x3775,2021-05-03,2164.24,Fee,Euro,Logan-White,Utilities,16889.74,34159.73,0,Completed,5032404198727707,462224163,2024-09-01
TXN-00001266,ACC-9876767,CUST-14629,Kristin Lutz,qgarcia@example.org,001-728-639-6775x7298,2024-05-14,8466.5,Transfer,EUR,Wilson LLC,Travel,26604.49,96487.7,1,Completed,6551419012478095,625044975,2021-03-25
TXN-00001267,,CUST-39752,Matthew Evans,peterserica@example.com,(315)629-3823,2023-02-25,13343.45,Fee,GBP,Jones Ltd,Retail,36564.59,54585.49,0,Reversed,8600758333312067,724569291,2024-11-06
TXN-00001268,ACC-9214245,CUST-23310,Monique Smith,gweaver@example.com,001-761-222-0667x15556,2023-03-31,9700.54,Refund,USD,Tucker Ltd,Utilities,36589.96,33509.79,0,Failed,6022670755441401,568681266,2023-04-25
TXN-00001269,ACC-5147892,CUST-76825,Matthew Reyes,vdiaz@example.org,(560)257-2364x748,2022-07-20,$14155.53,Refund,JPY,"Baker, Pierce and Lynch",Healthcare,49715.71,89073.11,0,Completed,6200710577699115,555922184,2023-05-30
TXN-00001270,ACC-7327245,CUST-33600,Kristy Castillo,scastillo@example.com,001-662-735-1182x224,2026-09-28,4717.3,Refund,EUR,Hunt-Woods,Online,45692.16,62868.24,0,Pending,5333474190121702,304714422,2023-10-17
TXN-00001271,ACC-1675955,CUST-52790,Linda Mckay,,415.517.6788,2022-04-17,12925.91,Refund,GBP,"Roberts, Joyce and Sanchez",Retail,30597.88,57526.54,0,Completed,4826604941321345,581391958,2022-03-24
TXN-00001272,ACC-9506299,CUST-68190,Heather Robinson,gregorybell@example.org,251.999.4038,2022-02-26,7775.69,Fee,USD,"Parker, Crosby and Thomas",Dining,42724.2,15881.0,0,Failed,2421269287131121,271951640,2023-10-26
TXN-00001273,ACC-5031816,CUST-67859,Valerie Ford,bryan45@example.org,+1-888-552-8386x64709,2021-05-27,4020.76,Debit,JPY,Donovan-Davis,Grocery,43217.75,43348.24,0,Pending,2232961053054158,408424577,2020-06-02
TXN-00001274,ACC-3001853,CUST-67336,Tyler Murray,jeffery95@example.net,001-656-242-2314,2024-03-15,2827.04,Fee,EUR,"Wright, Marsh and Huffman",Retail,42904.13,48673.1,0,Completed,5701855772543794,127028580,2022-06-30
TXN-00001275,ACC-4841243,CUST-55063,Ana White,zachary39@example.net,827.381.9623x6495,2021-10-01,3074.99,Credit,GBP,Logan-White,Utilities,22793.8,48666.12,0,Failed,8406417820522600,935843440,2022-03-22
TXN-00001276,ACC-7751546,CUST-40329,John Gordon,millerjessica@example.com,(820)263-3606,2022-08-27,7678.08,Credit,USD,"Hampton, Morgan and Hayes",Healthcare,16004.2,18436.22,0,Pending,1742304158859962,817147607,2022-01-19
TXN-00001277,ACC-7788076,CUST-58958,John Guzman,renee54@example.org,(833)779-8053x081,2022-06-06,7109.1,Credit,CAD,Wilson LLC,Grocery,36657.91,89117.45,0,Completed,9327161831275608,405299995,2022-04-03
TXN-00001278,ACC-3860061,CUST-66653,Tony Kelley,jasonellis@example.com,959-283-0512x2063,2020-05-14,12096.53,Refund,EUR,Dean LLC,Dining,8821.45,53158.98,0,Reversed,4564810943032281,381221260,2023-03-01
TXN-00001279,ACC-8573622,CUST-27523,Joshua Reed,christianwilson@example.net,275.825.7464x1574,2024-04-11,2927.6,Debit,CAD,Wolfe-Holden,Travel,4231.28,9453.05,0,Completed,6005656011104755,103527493,2024-05-08
TXN-00001280,ACC-5650378,CUST-84407,Bradley Love,cheryl35@example.org,(810)238-7487x16445,2020-08-17,13471.54,Credit,JPY,Morgan and Sons,Online,25995.19,74105.12,0,Failed,4029881942377670,695908547,2024-07-16
TXN-00001281,ACC-8970246,CUST-95062,Shannon Brown,jared16@example.com,6079965891,2020-09-26,1436.85,Debit,JPY,"Garcia, Mitchell and Wilson",Retail,43828.37,92658.29,0,Completed,6960665844004037,491962646,2023-11-10
TXN-00001282,,CUST-36227,Helen Miller,kleintimothy@example.net,+1-638-937-9785x708,2022-03-25,7558.04,Refund,USD,"Wright, Marsh and Huffman",Grocery,12078.05,93319.87,0,Pending,9251609321908758,915212881,2022-12-03
TXN-00001283,ACC-6197096,CUST-88361,Jeffrey Griffin,johnsonmichelle@example.com,+1-627-569-5953x41074,2020-01-30,6826.42,Refund,EUR,"Wright, Marsh and Huffman",Healthcare,173.64,51579.11,0,Completed,1062654614965066,730995293,2020-06-29
TXN-00001284,ACC-9568604,CUST-97713,Robert Thompson,piercejessica@example.org,584-718-6422,2021-05-13,0.0,Refund,CAD,"Watts, Fuller and Morris",Travel,26619.85,18189.77,1,Failed,4658194835434011,945192871,2022-07-06
TXN-00001285,ACC-6844711,CUST-42758,Jessica Cooper,heatherhensley@example.net,001-462-648-9754,2023-04-30,$9693.9,Transfer,EUR,Oneal Inc,Dining,25603.07,28115.6,1,Pending,4980385617008187,279737153,2023-07-19
TXN-00001286,ACC-2434403,CUST-54651,Jessica Hernandez,victoriapotts@example.org,001-867-524-3714x08286,2022-06-03,4508.03,Debit,EUR,"Morgan, Barnes and Parks",Dining,25339.81,10814.16,0,Completed,2057557873199048,140165455,2020-06-22
TXN-00001287,ACC-1014686,CUST-43465,Tracy Atkinson,brandygarcia@example.com,801-640-1525x0300,2021-08-26,$4154.62,Refund,USD,Hunt-Woods,Grocery,49173.05,85027.39,0,Pending,7878309956689986,579355953,2021-09-21
TXN-00001288,ACC-8527498,CUST-81373,Samantha Wolfe,ysweeney@example.org,+1-335-380-9945x67268,2026-04-28,7557.11,Fee,JPY,"Garcia, Mitchell and Wilson",Retail,19836.07,22192.61,0,Pending,3128840785237672,127202040,2023-12-11
TXN-00001289,ACC-6567096,CUST-93967,Stephanie Roberts,matthew17@example.com,001-606-246-3511,2020-05-15,6240.51,Debit,JPY,Mccarthy-Hawkins,Grocery,37782.88,61510.85,0,Failed,8774578022197764,737441354,2023-01-28
TXN-00001290,ACC-7789170,CUST-41940,Anthony Collier,jason31@example.org,+1-789-555-7179x4365,2023-10-15,3765.49,Debit,JPY,Wolfe-Holden,Utilities,10574.86,88883.47,0,Completed,9309546267924627,467921702,2022-09-13
TXN-00001291,ACC-7076566,CUST-83774,Chase Potts,stephenmartinez@example.org,(450)822-6652,2020-10-09,6793.57,Fee,GBP,Walters-Walsh,Travel,35581.01,89030.39,0,Completed,9777940541438205,413142979,2021-10-01
TXN-00001292,ACC-7330542,CUST-14919,Joshua Wright,mooredylan@example.org,3495685644,2021-07-31,8120.13,Debit,GBP,"Garcia, Martinez and Hernandez",Utilities,28061.33,17453.47,0,Pending,6757738891352019,266865640,2020-09-03
TXN-00001293,ACC-6584573,CUST-87032,Christopher Estes,ijones@example.com,(356)758-9284,2023-02-11,14791.42,Fee,USD,Bishop PLC,Retail,40506.61,18132.76,0,Pending,8178773444133651,732541305,2021-08-20
TXN-00001294,,CUST-49848,Sandra Ball,brandymoore@example.org,642-364-8476,2021-03-14,38.81,Refund,GBP,David-Martinez,Entertainment,41618.78,51284.89,0,Completed,9396714962236226,228981534,2020-02-01
TXN-00001295,ACC-8759763,CUST-10403,David Landry,guerrawilliam@example.net,+1-578-634-6188x4524,2024-11-09,7860.38,Refund,CAD,"Baker, Pierce and Lynch",Travel,38723.29,11065.66,0,Pending,3095598015283727,826115066,2022-08-22
TXN-00001296,ACC-1718170,CUST-18645,Emily Thomas,vanessamorales@example.org,270-283-8797,2024-12-22,11915.22,Refund,GBP,"Armstrong, Scott and Saunders",Utilities,29196.67,18979.47,0,Failed,8778593695437193,327835471,2023-07-23
TXN-00001297,ACC-9311598,CUST-97770,Melissa Daniels,james17@example.com,451.546.9546x076,2024-03-12,2227.35,Credit,GBP,Bishop PLC,Grocery,3097.71,2064.79,0,Failed,8845444395745650,224336923,2020-04-14
TXN-00001298,ACC-8240880,CUST-59745,Stephen Ayala,hgraham@example.org,(625)314-4648,2024-08-22,8583.88,Credit,JPY,"Roberts, Joyce and Sanchez",Retail,-165.21,3839.49,0,Pending,2299821772007649,122384127,2024-07-05
TXN-00001299,ACC-7318370,CUST-88751,Patrick Jackson,eschneider@example.net,+1-293-328-5864x27157,2022-08-06,10393.85,Fee,USD,Johnson LLC,Retail,14310.79,69668.3,0,Pending,4770734183986376,591957061,2021-11-11
TXN-00001300,ACC-1280223,CUST-60397,David Blackwell,lorisullivan@example.com,912-627-4731,2023-02-13,12704.43,Debit,GBP,Oneal Inc,Entertainment,17777.92,39926.68,0,completed,7106418448579599,686854047,2020-11-18
TXN-00001301,ACC-8302025,CUST-87120,Charles Bailey,prosario@example.net,+1-718-955-6954,2022-03-30,12193.16,Refund,USD,"Hampton, Morgan and Hayes",Retail,15169.93,70738.55,0,Reversed,6246947915935725,215942243,2021-08-15
TXN-00001302,ACC-6130580,CUST-79001,Patricia Ward,rdavis@example.org,(907)498-2730,2022-06-30,9591.55,Transfer,GBP,Gardner and Sons,Entertainment,9244.63,98131.72,0,Completed,4950837519263698,269828997,2023-09-03
TXN-00001303,ACC-5885856,CUST-48575,Andrew Smith,johnnythompson@example.net,(763)349-6070,2021-03-17,11136.35,Credit,EUR,David-Martinez,Travel,30170.04,88038.21,0,Failed,6412820115001670,610523958,2021-01-14
TXN-00001304,ACC-9138854,CUST-27186,Elizabeth Miller,gillkimberly@example.org,755-538-3161,2021-05-26,5139.9,Credit,JPY,"Parker, Crosby and Thomas",Travel,19061.76,85342.58,0,Failed,8319963242458242,849247738,2020-05-30
TXN-00001305,ACC-1882583,CUST-47331,Laura Williams,brandonmartin@example.org,377.496.4439,2020-07-21,$9710.44,Debit,JPY,Case PLC,Online,18199.63,96526.44,0,Reversed,8972691943053107,872571481,2020-09-28
TXN-00001306,ACC-8850303,CUST-20428,Kevin Brewer,jeremycole@example.org,303.854.8071x9993,2023-04-21,4070.01,Refund,JPY,Logan-White,Utilities,29874.59,48464.56,0,Completed,3165149360096480,383437892,2023-10-04
TXN-00001307,ACC-5661219,CUST-49077,Amy Reyes,floresbill@example.com,001-238-652-8691x41327,2021-02-20,359.17,Fee,CAD,Johnson-Murray,Dining,7743.47,70781.45,1,Reversed,7613556829834859,824873483,2022-03-06
TXN-00001308,ACC-8154368,CUST-76349,Ray Garcia,benjaminlopez@example.org,001-811-709-3878x81295,2023-05-22,5803.53,Fee,JPY,Tucker Ltd,Grocery,13111.58,55044.23,0,Reversed,9490794448002289,418920692,2020-09-07
TXN-00001309,ACC-5786578,CUST-89941,Christina Aguilar,bethanycohen@example.org,+1-636-989-2975x69886,2020-04-18,8088.69,Transfer,GBP,,Online,11587.16,58824.47,0,Pending,8504187384173256,489017894,2021-09-06
TXN-00001310,ACC-7911622,CUST-18355,Mallory Lucas,cassie46@example.net,001-523-976-0179x4343,2020-05-04,4090.78,Fee,GBP,Dean LLC,Online,36180.29,48561.86,0,Reversed,5542189884776203,197031076,2024-11-21
TXN-00001311,ACC-7406040,CUST-10955,Michelle Adams,westlaura@example.net,001-431-722-8683x51204,2021-05-04,9204.84,Refund,CAD,Hunt-Woods,Grocery,30353.03,93226.28,0,Failed,7781957228861304,701111782,2023-08-28
TXN-00001312,ACC-1007120,CUST-71563,Eric Lee,whitejane@example.com,001-890-490-7939x690,2022-01-03,9701.11,Credit,US Dollar,Day-Garcia,Travel,26514.5,48550.57,1,PENDING,6280745084038833,842613913,2024-04-29
TXN-00001313,ACC-5107530,CUST-22057,Sandra Smith,vlong@example.net,+1-362-614-9261x425,2024-04-11,4567.56,Refund,JPY,"Wells, Anderson and Robinson",Dining,33663.43,40046.95,0,Reversed,7658820396427736,175163767,2022-04-06
TXN-00001314,ACC-7582179,CUST-37214,Jennifer Snyder,,563.433.1933,2024-06-08,13530.6,Fee,USD,Donovan-Davis,Grocery,39674.31,76794.78,0,Pending,7718312759659449,552452337,2021-09-12
TXN-00001315,ACC-5644020,CUST-84320,Mary Evans,mjohnson@example.net,773.228.2015,2022-09-23,408.87,Refund,USD,Oneal Inc,Utilities,12269.67,40254.19,0,Reversed,5865540750705205,704673291,2023-08-23
TXN-00001316,ACC-8802705,CUST-59845,Hector Stanton,bridgesjennifer@example.net,(803)221-4465x44998,2020-12-14,5047.6,Credit,CAD,"Parker, Crosby and Thomas",Grocery,4710.86,11784.78,0,Pending,9700508851729317,275578330,2022-12-26
TXN-00001317,ACC-3733001,CUST-12461,Gloria Jackson,,+1-914-912-1455x66445,2021-12-28,137.77,Debit,JPY,Logan-White,Grocery,690.16,67736.9,0,Failed,7543959579847861,742815283,2020-03-21
TXN-00001318,ACC-4665459,CUST-34660,Aaron Braun,andrew80@example.com,(589)454-2852x315,2020-07-02,575.7,Transfer,EUR,Castillo-Holmes,Grocery,3521.37,17771.36,0,Completed,6132847363589421,840356813,2021-06-30
TXN-00001319,ACC-8000169,CUST-22215,Sean Pierce,yclark@example.com,(716)601-0794x5098,2023-08-27,10428.02,Debit,JPY,"Armstrong, Scott and Saunders",Travel,6842.27,42892.33,0,Pending,4916638581416090,266095156,2020-02-10
TXN-00001320,ACC-8511955,CUST-61608,Laurie Ward,wgilbert@example.com,695-272-1789,2022-02-13,$0.0,Credit,JPY,Rice-Robbins,Entertainment,13021.42,79855.9,1,Failed,1869778956092070,114914064,2021-03-13
TXN-00001321,ACC-9167778,CUST-42207,Michele Schwartz,ucohen@example.com,588.653.8053,2023-09-30,1167.66,Debit,JPY,"Warren, Rose and Bell",Entertainment,14999.48,63995.24,0,Failed,8012705369315611,561159539,2024-03-11
TXN-00001322,ACC-4697388,CUST-80994,James Holland,thomashunter@example.org,(908)985-0029x990,2021-07-28,953.68,Refund,JPY,,Entertainment,40819.45,80220.64,0,Failed,5959184822479405,763199066,2020-12-20
TXN-00001323,ACC-6034446,CUST-99082,Thomas Taylor,davidsonkaitlyn@example.com,758.867.4280,2021-03-06,10580.56,Transfer,EUR,Walters-Walsh,Healthcare,25261.83,60559.9,0,Failed,8041305497317927,965547172,2024-03-11
TXN-00001324,ACC-2420318,CUST-42513,Evelyn Bruce,adamcasey@example.net,271.228.3790,2024-05-20,9697.97,Fee,GBP,,Online,24573.56,98984.34,0,Completed,5011521517108589,822263443,2021-07-13
TXN-00001325,ACC-1309643,CUST-59060,Walter Ramsey,ygallegos@example.com,+1-793-658-9441x4372,2026-09-21,9276.76,Fee,EUR,"Russell, Wright and Graves",Healthcare,24901.03,73788.4,0,Failed,6165541478436756,183837615,2020-09-25
TXN-00001326,,CUST-24240,Patricia Rodriguez,dennishicks@example.org,001-585-902-7494x06067,2020-07-15,892.32,Fee,GBP,Oneal Inc,Online,30649.52,66525.35,0,Reversed,3548637749051017,349145370,2020-08-31
TXN-00001327,ACC-5198676,CUST-45581,Amanda Montgomery,fespinoza@example.net,(971)722-3739x22030,2024-12-31,4734.25,Debit,CAD,Jones Ltd,Utilities,13280.02,31628.2,0,Completed,2002370144522760,717391858,2021-12-27
TXN-00001328,ACC-9330055,CUST-41842,Martin Owen,bbrown@example.com,3794029807,2020-01-31,14011.35,Transfer,EUR,Martin Inc,Grocery,1915.48,47745.17,0,Pending,5449442740503606,517006625,2020-10-18
TXN-00001329,ACC-7168827,CUST-55376,Shelly Miller,burchkyle@example.net,001-201-589-2650,2024-01-24,377.11,Refund,Euro,Johnson LLC,Healthcare,16206.66,37066.21,1,Reversed,7086730066548251,686655306,2023-11-17
TXN-00001330,ACC-5075991,CUST-88952,Kristine Jones,mpayne@example.com,747.411.3513,2023-04-03,3294.99,Transfer,EUR,"Wells, Anderson and Robinson",Grocery,49202.39,23714.22,1,Failed,2301983992679330,479556775,2024-04-09
TXN-00001331,ACC-9880992,CUST-11982,Zoe French,bkelley@example.org,9263883715,2023-10-22,6674.08,Fee,GBP,Garcia-Freeman,Entertainment,21714.49,92191.93,0,Pending,8302949342531198,832419256,2024-10-14
TXN-00001332,ACC-7062712,CUST-92727,Debra Sullivan,wendyevans@example.com,712-935-1735,2023-08-10,1068.25,Fee,CAD,Morgan and Sons,Dining,29926.76,43784.31,0,Reversed,5789659478733578,818670790,2021-10-16
TXN-00001333,ACC-4509774,CUST-30518,Emily Maynard,katherine37@example.com,+1-331-931-0855x6049,2022-07-05,10183.88,Credit,CAD,"Watts, Fuller and Morris",Online,18548.04,47308.05,0,Reversed,6377187515223165,137104573,2022-09-21
TXN-00001334,ACC-1765807,CUST-43041,Edward Wong,casey77@example.com,+1-923-216-5864,2022-03-30,5121.35,Fee,USD,Morgan Inc,Healthcare,49066.31,90719.7,0,Completed,7535525497325118,615407339,2022-10-10
TXN-00001335,ACC-5284905,CUST-45247,Jessica Miller,qkelley@example.com,736-694-6805x463,2020-01-27,2852.56,Refund,EUR,"Watts, Fuller and Morris",Retail,7971.21,15755.5,1,Reversed,2322987010062979,172550014,2021-01-05
TXN-00001336,ACC-4016597,CUST-90009,Erika Williams,dianejordan@example.com,725.339.2914x696,2023-10-26,869.34,Credit,JPY,Hansen LLC,Healthcare,9390.85,40358.82,0,Reversed,2352742778017886,394835275,2022-09-17
TXN-00001337,ACC-4688890,CUST-55425,James Tucker,,001-743-783-7402,2021-01-09,$994.69,Refund,GBP,,Utilities,974.14,69743.52,0,Completed,9908506227434158,112279598,2023-08-27
TXN-00001338,ACC-9806217,CUST-38993,Peter Patel,janet03@example.net,(732)344-5768x833,2020-12-31,77.98,Credit,GBP,Hunt-Woods,Grocery,36693.78,8925.34,0,Reversed,5836213872787185,863797634,2023-11-25
TXN-00001339,ACC-1406023,CUST-48897,Andrew Mendoza,dlong@example.org,488.268.6719x713,2020-10-30,4017.25,Fee,EUR,Gardner and Sons,Dining,47444.75,55434.15,0,Pending,4477314159267258,998481496,2024-02-23
TXN-00001340,ACC-7388424,CUST-16323,Brianna Barton,sonyarobbins@example.com,922.776.7232x3290,2024-06-07,3782.38,Refund,USD,,Online,13679.01,12452.45,0,Reversed,8424965697103695,177738617,2021-06-07
TXN-00001341,ACC-3700143,CUST-89701,Jessica Wilson,carrollmarco@example.com,444.376.9619x016,2020-02-22,1834.17,Fee,GBP,Garcia-Freeman,Grocery,5452.85,6936.34,0,Completed,8472199866497401,391439068,2022-08-10
TXN-00001342,,CUST-69577,Matthew Allen,harperdouglas@example.com,5048968708,2024-03-28,9565.95,Transfer,JPY,Martin Inc,Grocery,33739.34,74279.69,0,Pending,7528855562465579,924860861,2022-09-28
TXN-00001343,ACC-1347780,CUST-86429,Jennifer Mcclain,franciscocole@example.net,5026616695,2024-04-07,13975.02,Fee,CAD,Martin Inc,Travel,48846.83,83512.3,0,Failed,9846758961523658,333229932,2024-04-27
TXN-00001344,ACC-4590440,CUST-35375,Marcus Brown,,4158516607,2021-06-25,645.23,Debit,USD,Dean LLC,Entertainment,-274.82,32265.83,0,Reversed,1528103513843521,521604041,2024-04-24
TXN-00001345,ACC-4394375,CUST-90748,Robert Williams,sarahfisher@example.com,001-916-750-7656x7385,2022-06-08,7029.44,Transfer,Usd,Brown Group,Travel,16546.34,45220.42,0,Pending,6595232127058718,978962380,2020-10-15
TXN-00001346,ACC-6854544,CUST-76447,Jeremy Rasmussen,george41@example.com,001-691-609-0539x0400,2020-12-01,-12303.02,Credit,JPY,Case Inc,Dining,31550.1,6217.1,0,Pending,1478991418675230,694197698,2024-09-22
TXN-00001347,ACC-9649039,CUST-66261,Seth Wilson,khenderson@example.org,508-537-0065x86892,2024-12-08,12205.45,Credit,USD,Hunt-Woods,Utilities,49446.52,2288.16,0,Completed,5957598947951984,527142828,2021-10-14
TXN-00001348,ACC-3128532,CUST-22157,Dr. Lindsey Smith,amandawoods@example.com,001-669-572-9006,2020-07-23,10221.43,Debit,JPY,Gardner and Sons,Dining,38831.56,92336.64,0,Completed,1012969625528436,546213103,2022-05-28
TXN-00001349,ACC-6600667,CUST-29954,Patricia Colon,eric23@example.net,(939)816-3888x87052,2022-05-06,14612.66,Refund,EUR,"Parker, Crosby and Thomas",Online,45599.39,13740.85,0,Completed,1204840511077470,673519423,2022-04-20
TXN-00001350,ACC-6152896,CUST-23218,Jodi Sims,joseph86@example.com,001-714-725-5425,2021-08-18,7889.93,Refund,EUR,Jacobs Inc,Healthcare,21373.77,42499.26,0,Failed,4136864457814043,468070275,2020-12-19
TXN-00001351,ACC-9242860,CUST-73227,Laurie Conner,,+1-276-557-5824,2024-07-19,4762.97,Debit,CAD,"Warren, Rose and Bell",Retail,21935.02,38603.27,0,Reversed,1557467936395082,805005090,2022-09-10
TXN-00001352,ACC-1284681,CUST-90613,Henry Schwartz,brendamyers@example.org,853-478-2915x95071,2021-12-23,$11094.11,Credit,JPY,"Parker, Crosby and Thomas",Retail,1021.68,27238.81,0,Completed,7225464533074663,162228227,2023-08-25
TXN-00001353,ACC-8022336,CUST-19869,Richard Watson,knelson@example.org,(878)995-8429x524,2023-12-08,4604.7,Credit,GBP,"Watts, Fuller and Morris",Utilities,45499.77,15943.78,0,Pending,9275577125017447,234974559,2024-03-29
TXN-00001354,ACC-1290389,CUST-66938,Kevin Davis,claytonjames@example.net,4507833504,2021-01-14,14821.04,Fee,CAD,David-Martinez,Utilities,40724.11,68665.1,0,Reversed,1877416214379767,162261013,2021-12-20
TXN-00001355,,CUST-45928,Melinda Kelly,cristinastanley@example.net,(783)851-1903x5937,2024-07-28,14124.73,Fee,EUR,"Wright, Marsh and Huffman",Travel,31764.67,22331.08,0,Reversed,9641200395579171,575588119,2023-06-14
TXN-00001356,ACC-5771012,CUST-73863,Juan Rush,john19@example.net,955.464.2927,2020-10-23,9435.12,Transfer,GBP,Gardner and Sons,Dining,37739.28,92189.98,0,Reversed,3363254597949040,900141104,2021-08-17
TXN-00001357,,CUST-27102,Thomas Spencer,lindanelson@example.com,(804)624-9397,2023-05-19,3621.58,Debit,EUR,Bishop PLC,Travel,30670.33,29318.91,0,Reversed,1396382264982707,551642375,2023-10-08
TXN-00001358,ACC-6237330,CUST-55671,Stacy Nicholson,cheryl00@example.com,+1-803-822-9698x93145,2021-06-26,2532.28,Fee,EUR,Johnson Group,Entertainment,35332.63,5010.95,0,Reversed,4370465726724067,462515606,2022-12-03
TXN-00001359,ACC-8800812,CUST-61557,Cody Moreno,curtis64@example.net,(953)701-9384x4047,2022-04-04,1443.11,Debit,GBP,"Salazar, Henderson and Price",Healthcare,33355.4,95148.38,0,Reversed,5133528086617968,466227541,2024-01-04
TXN-00001360,ACC-7729582,CUST-77638,Christopher Edwards,jreyes@example.net,825-930-2167x38047,2024-06-22,2731.98,Transfer,USD,"Wright, Marsh and Huffman",Entertainment,38342.43,31031.76,0,Reversed,7073218285592709,365790629,2022-01-30
TXN-00001361,ACC-6497961,CUST-44150,Kara Weaver,charlenemiller@example.org,001-284-440-3901x034,2023-08-08,10315.27,Refund,USD,Rice-Robbins,Utilities,6750.93,55784.01,0,Completed,6807820252566448,861525656,2022-12-14
TXN-00001362,ACC-9970467,CUST-70244,Tyler Cook,,+1-572-823-5303,2022-11-26,14324.98,Transfer,usd,Anderson Group,Travel,23977.16,42531.18,0,pending,8473813817619116,675283900,2024-05-02
TXN-00001363,ACC-3960516,CUST-93519,Mr. Christopher Chambers,hugheskaren@example.org,(781)718-2493x2832,2024-11-24,3523.48,Debit,GBP,"Warren, Rose and Bell",Entertainment,17182.45,29328.91,0,Completed,7338125340966973,966429882,2021-05-23
TXN-00001364,ACC-6919778,CUST-50816,Marissa Carter,matthew69@example.org,(983)854-1032x678,2022-04-14,4638.59,Credit,GBP,Gardner and Sons,Retail,24103.74,70316.55,1,Completed,1534263557988577,338786760,2023-03-09
TXN-00001365,ACC-3842390,CUST-85625,Michele Wilson,aaronstokes@example.com,841-804-8689x0637,2022-11-03,9613.37,Debit,GBP,Wilson LLC,Healthcare,33865.93,8870.39,0,Completed,2622320685158779,178904940,2020-10-04
TXN-00001366,ACC-6397064,CUST-60485,Willie Scott,,+1-630-513-1057x169,2023-08-18,13299.7,Fee,GBP,Day-Garcia,Grocery,48972.14,70033.45,1,Completed,8387561654468986,711948961,2021-05-31
TXN-00001367,ACC-1483113,CUST-80498,Angie Fox,olivia68@example.com,001-674-284-7586x21875,2023-05-03,210.63,Debit,eur,Sanchez Inc,Grocery,26071.12,66044.82,0,Failed,2587737463375840,135365337,2020-11-12
TXN-00001368,ACC-6401462,CUST-26613,Nicole Washington,melaniecarter@example.net,(227)371-3059x761,2024-08-09,10418.18,Refund,GBP,Mccarthy-Hawkins,Online,11877.81,42657.41,0,Completed,3762489973056246,550736927,2020-12-31
TXN-00001369,ACC-1136727,CUST-57848,Jake Velez,,615.903.3777,2023-04-02,14860.38,Fee,USD,"Russell, Wright and Graves",Retail,1709.28,2324.47,0,Completed,1113505310001007,456675322,2021-02-03
TXN-00001370,ACC-9789442,CUST-72791,Elizabeth Sloan,pkennedy@example.net,996.300.0320x66317,2023-07-13,6841.24,Debit,EUR,"Morgan, Barnes and Parks",Travel,7265.71,97235.5,0,Reversed,2155200698862024,919902136,2022-05-18
TXN-00001371,ACC-8841285,CUST-59605,Rachel Sanford,phillipsjustin@example.com,766-707-2998,2023-08-19,8566.76,Refund,EUR,Underwood-Allen,Utilities,8087.79,17463.97,0,Completed,6708211019748296,102800750,2024-09-13
TXN-00001372,ACC-3249673,CUST-91218,Dustin Burns,ymoreno@example.org,582-527-7893x4843,2023-09-20,11679.08,Debit,CAD,Castillo-Holmes,Entertainment,44685.81,45979.96,0,Reversed,4549644198134894,428942319,2023-04-10
TXN-00001373,,CUST-94523,Charles Adams,bauerandrew@example.org,+1-409-438-7614x733,2023-09-03,2512.82,Transfer,CAD,,Utilities,44042.28,20823.08,1,Completed,1868330647634928,485963544,2022-01-13
