policy_id,claim_id,customer_id,customer_name,ssn,email,phone,address,zip_code,state,policy_type,coverage_amount,premium,deductible,policy_start,policy_end,claim_date,claim_amount,claim_status,adjuster,settlement_amount,last_updated
POL-0000960,CLM-00000960,CUST-77942,Randy Conrad MD,585-17-4259,fburgess@example.org,(607)474-2396,784 Robert Alley,05174,NY,Life,1739559.01,23455.51,1358.01,2021-10-25,2025-10-24,2023-08-09,70662.53,Under Review,Victor Morgan,,2025-01-18
POL-0000961,,CUST-91787,Sherry Snyder,228-75-6650,xyu@example.org,+1-792-724-2148,86464 Curry Meadows,00560,NC,Home,1548490.24,12466.18,2895.85,2023-12-23,2028-12-21,2025-10-21,779721.03,Under Review,Douglas Ferguson,,2025-10-02
POL-0000962,CLM-00000962,CUST-41630,David Johnson,501-27-9987,sharonphillips@example.com,320.784.6424,9452 Shane Cove Apt. 801,17746,TX,Home,591052.05,6808.8,3337.14,2021-07-31,2022-07-31,2022-02-10,323888.69,Settled,Randy Brown,315673.97,2024-10-21
POL-0000963,CLM-00000963,CUST-18533,Derek Bryant,647-75-9471,williamsvictoria@example.net,(439)811-9494,97300 Brenda Wells Suite 919,10176,CA,Home,1378426.11,14826.0,6506.1,2020-10-12,2021-10-12,2021-09-19,323763.31,Rejected,Louis Moyer,,2025-03-17
POL-0000964,,CUST-46111,Michael Young,267-82-7658,amyschultz@example.com,223-386-9013,87524 Kenneth Spring Apt. 878,35668,AZ,Life,1693915.19,20533.94,4605.67,2021-04-06,2022-04-06,2022-01-01,315048.07,Settled,Douglas Ferguson,289877.23,2026-01-23
POL-0000965,CLM-00000965,CUST-48861,Claudia Holder MD,498-19-1996,martinezdanielle@example.net,6435270646,91960 Brian Haven,88590,AZ,Commercial,1457747.48,15991.69,1214.06,2023-04-17,2028-04-15,2025-01-01,4067462.8526923438,Settled,Denise Green,675476.88,2025-03-26
POL-0000966,CLM-00000966,CUST-51932,Adrian Horton,624-88-9336,anthony65@example.org,4179747373,26979 Clark Burg,28640,FL,Life,521518.11,7088.5,884.59,2021-09-30,2026-09-29,2022-10-16,51158.54,Rejected,Eric Butler,,2025-01-29
POL-0000967,CLM-00000967,CUST-25592,Ashley Smith,634-56-7818,bellamanda@example.org,001-354-282-4697x41817,880 Coleman Cape Apt. 293,00000,FL,Life,78414.46,398.31,2261.49,2024-11-04,2028-11-03,2025-04-02,39238.8,Approved,,,2025-01-20
POL-0000968,,CUST-69283,Jimmy Peterson,243-97-6026,tyronefrank@example.com,(646)581-4724x87777,39372 Mendoza River Suite 740,99603,AZ,Health,808735.98,9387.18,5949.87,2022-05-22,2023-05-22,2023-02-12,116289.46,Submitted,,,2023-02-18
POL-0000969,CLM-00000969,CUST-35637,Ashley Grimes,153-72-5874,stephencase@example.net,700-549-5598,12629 Fox Burgs,49851,WA,Auto,247013.7,966.57,6094.07,2023-08-13,2026-08-12,2025-09-01,120866.69,Approved,Jennifer Reid,,2024-08-24
POL-0000970,CLM-00000970,CUST-72675,David Sellers,762-14-4218,fbrown@example.org,992.875.4288x472,73704 Wolf Tunnel,71860,CO,life,707910.06,9020.55,1763.73,2022-12-06,2024-12-05,2023-01-13,491570.43,Submitted,,,2025-05-23
POL-0000971,,CUST-76169,Tyler Shaw,976-39-9142,woliver@example.net,7353045065,0910 Alexandra Tunnel,26339,TX,Home,1596997.36,19528.75,1688.76,2022-03-14,2024-03-13,2022-11-26,2887.99,Under Review,Michelle Davis,,2024-08-30
POL-0000972,CLM-00000972,CUST-56256,April Mcdonald,761-72-9772,mhill@example.com,889.753.6025x674,854 Kevin River Suite 071,39102,TX,Life,1560873.69,6953.08,7871.89,2021-01-02,2024-01-02,2023-09-30,502948.85,Under Review,Brett White,,2024-07-12
POL-0000973,CLM-00000973,CUST-90233,Sarah Thompson,715-33-7091,emilygonzales@example.com,+1-859-730-8503x4611,985 Joy Spring,63741,GA,Life,1958753.52,26663.08,1028.28,2020-10-05,2024-10-04,2023-10-23,1294345.7,Submitted,,,2024-05-23
POL-0000974,CLM-00000974,CUST-55837,Marie Smith,314-16-9337,balexander@example.net,940.368.4502,529 Jones Glens,06732,CA,Auto,590895.15,1606.65,4725.14,2024-12-09,2025-12-09,2025-07-25,10267.95,Under Review,Randy Brown,,2024-12-24
POL-0000975,CLM-00000975,CUST-77212,Jim Woods,703-41-5020,kgreene@example.net,728-282-0341x269,253 Yang Camp Suite 779,70913,FL,Life,938823.45,5241.77,3887.43,2024-12-16,2025-12-16,2025-02-23,367184.94,Submitted,,,2024-10-12
POL-0000976,CLM-00000976,CUST-21177,Taylor Schwartz,865-71-9181,dana99@example.net,001-560-671-6830x277,248 Young Prairie Suite 324,32902,NC,Health,1326444.69,18616.58,1982.5,2021-10-22,2023-10-22,2022-01-07,2464023.8386114114,Under Review,Brett White,,2024-05-13
POL-0000977,CLM-00000977,CUST-54380,Jordan George,548-12-8827,racosta@example.net,001-239-964-4824x867,22270 Brooke Square Suite 328,67322,GA,Life,1907112.64,5489.17,2731.29,2023-06-16,2026-06-15,2025-08-08,724939.65,Approved,Brett White,,2025-02-12
POL-0000978,,CUST-34544,Tracey Williams,184-12-7180,ricardoparker@example.com,3277323885,88250 Cook Expressway Suite 982,92040,TX,Health,444965.48,5819.79,8786.95,2024-06-03,2028-06-02,2025-01-29,111508.28,Under Review,Ashley Mcclain,,2025-06-09
POL-0000979,CLM-00000979,CUST-13252,Christian Anderson,799-83-5173,richard31@example.org,(789)740-3815,65405 Fuller Dam Apt. 557,68188,TX,Life,1917023.99,23438.12,2722.15,2024-01-06,2028-01-05,2024-09-03,493300.05,Settled,Brett White,370038.82,2026-01-19
POL-0000980,CLM-00000980,CUST-10320,Brandon Cruz,739-29-4568,torresjohn@example.com,(250)213-8164x210,1866 Andrade Key,35648,NC,Home,621449.37,6155.23,5302.67,2024-04-01,2029-03-31,2024-11-16,202677.34,Under Review,,,2025-05-26
POL-0000981,CLM-00000981,CUST-67808,Michelle Watson,550-13-7072,jamespeck@example.org,001-471-583-4898x1648,261 Hughes Points Suite 810,18956,NY,Auto,1254177.72,18583.74,3702.26,2022-10-27,2024-10-26,2022-11-23,170161.57,Under Review,Caleb West,,2025-11-21
POL-0000982,CLM-00000982,CUST-21961,Kent Lee,794-30-2978,sabbott@example.com,(861)226-9441x3912,4812 Parker Way,20288,WA,Auto,129418.02,1809.63,9273.52,2025-02-07,2029-02-06,2025-02-07,19974.94,Approved,Eric Butler,,2025-07-24
POL-0000983,CLM-00000983,CUST-76206,Stephanie Vaughn,583-25-4343,edwardsjonathan@example.net,001-744-387-5350x6896,1756 Joseph Street Suite 398,54672,CA,Health,1122796.53,8146.16,8775.28,2022-12-11,2025-12-10,2023-04-29,555962.84,Submitted,,,2024-09-04
POL-0000984,,CUST-33770,Mary Clark,986-18-3138,ricardo07@example.net,718.341.5429,19994 Tyler Mall Suite 242,73875,GA,Health,1915093.05,5073.12,6787.03,2020-11-26,2025-11-25,2023-06-30,473043.5,Submitted,,,2024-06-12
POL-0000985,CLM-00000985,CUST-61102,Cory Harris,582-44-7855,llopez@example.org,+1-537-304-2139x172,456 Stephen Underpass,13039,CO,Home,855978.5,6596.18,496.06,2022-05-15,2023-05-15,2022-08-29,81157.1,Under Review,Brian Hernandez,,2021-08-18
POL-0000986,CLM-00000986,CUST-38198,Rachel Perez,812-48-9909,marthajohnson@example.net,626.539.2495x26011,23030 Melinda Walk,91205,NY,Auto,1567150.64,10535.28,3291.95,2024-11-13,2029-11-12,2025-01-28,131460.51,Under Review,Jennifer Reid,,2025-04-15
POL-0000987,,CUST-68000,Melanie Carpenter,209-50-6478,logan57@example.com,278-679-5016,4017 Heather Shoal,95032,GA,Auto,689829.99,6057.85,6983.05,2021-12-01,2018-09-21,2024-07-11,165493.99,Rejected,John Meyer,,2025-02-14
POL-0000988,CLM-00000988,CUST-40502,Antonio Hancock,209-78-2649,lesliebowman@example.org,620.218.1362x10079,79892 Michelle Fords Suite 689,05043,WA,Commercial,313645.13,3054.58,4349.51,2021-06-22,2023-06-22,2021-09-05,179016.06,Rejected,Dr. Tina Reyes MD,,2026-01-01
POL-0000989,CLM-00000989,CUST-42967,Tyler Fleming,300-16-3452,kristenmay@example.org,(796)433-5100x64785,7297 Richard Pines,94144,GA,Life,401705.66,905.18,3007.3,2020-09-03,2025-09-02,2022-11-09,312964.77,Under Review,Eric Butler,,2025-03-17
POL-0000990,,CUST-69047,Jacob Hughes,885-36-9842,sherry96@example.com,846-474-0600,898 Tracy Mews,83949,TX,Health,49739.87,143.09,5337.59,2021-10-09,2024-10-08,2021-12-27,32079.35,Approved,,,2025-05-23
POL-0000991,CLM-00000991,CUST-72553,Diane Avila,200-53-3660,greenerachel@example.net,(325)771-5440x082,3855 Jones Valleys Apt. 728,67488,WA,Commercial,484485.94,6943.42,9883.42,2021-01-30,2025-01-29,2023-01-12,79807.61,Under Review,Dr. Tina Reyes MD,,2024-09-14
POL-0000992,CLM-00000992,CUST-40666,Cameron Patton DDS,729-17-4111,khammond@example.com,(977)296-4465x9408,133 Jennifer Ville,,TX,Home,1981132.56,18615.75,7831.79,2021-07-04,2026-07-03,2022-08-08,962478.98,Rejected,,,2024-08-30
POL-0000993,CLM-00000993,CUST-80011,John Summers,356-14-8488,leetimothy@example.net,+1-949-737-9696,15351 Michael Hollow Suite 768,74435,NY,Auto,1890749.1,9407.01,5823.64,2020-08-31,2021-08-31,2021-08-21,1170952.09,Settled,Wendy Smith,868672.89,2025-12-30
POL-0000994,CLM-00000994,CUST-77590,Antonio Ross,999-65-8557,ucooke@example.org,991.765.9530,2660 Zimmerman Fort,,WA,Commercial,1403834.94,17697.08,4869.09,2020-05-29,2024-05-28,2022-05-27,310207.73,Settled,Caleb West,308217.06,2024-05-26
POL-0000995,CLM-00000995,CUST-92341,Christopher Miller,604-15-7025,wbaker@example.org,001-399-404-3982x471,592 Rose Ports Suite 028,84800,WA,Home,1848523.63,14637.12,6602.49,2023-10-29,2026-10-28,2024-10-06,1315396.11,Under Review,Kenneth White,,2022-09-06
POL-0000996,CLM-00000996,CUST-64396,Desiree Jackson,896-80-9598,garciaryan@example.net,378-665-8737,56579 Hurley Parkway,35847,CO,Health,1774436.14,16328.96,4463.35,2023-07-08,2024-07-07,2024-03-06,1249254.88,Approved,,,2025-01-06
POL-0000997,CLM-00000997,CUST-33099,Erin Hester,132-23-9837,justin77@example.net,(750)286-2614x044,154 Williams Cape,74164,AZ,Home,1827117.77,13465.86,7036.48,2022-11-28,2025-11-27,2023-12-26,1099414.48,Under Review,Kenneth White,,2025-07-16
POL-0000998,CLM-00000998,CUST-19090,Sheila Steele,479-38-1034,wgarcia@example.com,908-660-3315,010 Morgan Green,84789,CO,Health,545031.48,2150.86,5063.25,2021-06-25,2026-06-24,2023-04-01,284341.41,Approved,Ashley Mcclain,,2024-10-29
POL-0000999,,CUST-63664,Brent Alexander,761-29-9137,edward56@example.net,4807091937,481 Robert Stream Suite 602,94211,FL,Auto,394787.48,5703.19,2965.69,2024-05-26,2028-05-25,2024-08-07,121879.63,Under Review,Jennifer Reid,,2025-01-28
POL-0001000,CLM-00001000,CUST-57797,Jessica Campbell,113-68-2061,guerrerohunter@example.com,877.929.6371x6299,7351 Osborne Summit,59759,GA,Life,1167151.3,5867.78,1762.72,2022-11-14,2027-11-13,2025-10-15,712654.32,Rejected,Louis Moyer,,2025-12-24
POL-0001001,CLM-00001001,CUST-92890,Karen Blake,554-53-8274,beasleymichelle@example.com,(405)876-3574x9016,9691 Jeffery Harbor Apt. 017,20480,GA,Commercial,875650.76,3147.52,1836.25,2024-04-11,2026-04-11,2024-07-19,243340.0,Approved,Jennifer Reid,,2023-07-03
POL-0001002,CLM-00001002,CUST-55342,Kimberly Hamilton,349-16-5129,tayloradams@example.org,8414516804,110 Barnes Gateway Apt. 016,12053,CA,Home,1741560.46,21554.72,2961.93,2022-08-15,2023-08-15,2023-08-12,584356.62,Approved,Michelle Davis,,2024-06-05
POL-0001003,CLM-00001003,CUST-72312,Bryan Wood,769-56-4516,crawfordlisa@example.org,+1-668-910-1889x366,96001 George Pike Apt. 299,69074,NY,Auto,1066306.2,10716.15,8179.12,2022-11-09,2024-11-08,2023-07-05,134752.64,Rejected,,,2024-04-20
POL-0001004,CLM-00001004,CUST-26973,Bradley Bennett,352-98-3464,danielwhite@example.org,(338)513-9849x49949,8832 Miller Viaduct,80201,NC,Commercial,397985.14,861.08,7502.99,2022-04-12,2024-04-11,2023-04-12,95481.85,Settled,,58690.26,2026-01-02
POL-0001005,CLM-00001005,CUST-78440,Bryan Mitchell,929-85-4977,johnsonjill@example.com,+1-261-758-8324x399,7276 Bobby Estate,79933,NC,Life,978706.68,9389.76,7114.93,2023-03-08,2025-03-07,2024-05-04,736206.39,Submitted,,,2025-06-06
POL-0001006,CLM-00001006,CUST-75427,Steven Lin,811-98-2274,ynguyen@example.com,001-899-942-6248x001,745 York Port Suite 711,45364,FL,Commercial,1540719.7,8786.36,8137.54,2023-01-20,2026-01-19,2025-05-07,235437.37,Approved,Renee Patel,,2024-08-15
POL-0001007,CLM-00001007,CUST-70806,Sean Thomas,901-10-5123,nicoleduncan@example.org,3405853976,782 Nunez Fall Apt. 427,56788,CO,Health,1510838.27,14165.85,8158.3,2024-01-12,2027-01-11,2024-09-26,1049893.13,Settled,Wendy Smith,903687.07,2025-10-01
POL-0001008,,CUST-53072,Kathryn Sanders,153-88-7787,klinejennifer@example.net,(336)650-1531x790,8838 Antonio Throughway,81022,FL,Life,268355.91,3471.67,3220.81,2021-10-29,2023-10-29,2023-09-24,158856.78,Approved,Jennifer Reid,,2026-01-01
POL-0001009,CLM-00001009,CUST-97608,Richard Martinez,350-80-9913,wnelson@example.net,001-921-757-6530x76799,332 Peter Stream Apt. 799,,NY,Life,1935038.7,28193.07,2297.89,2023-01-19,2026-01-18,2024-11-18,1158272.52,Settled,Renee Patel,920435.25,2026-03-13
POL-0001010,CLM-00001010,CUST-82018,Erica Newton,265-88-9698,jessica13@example.com,+1-497-267-5024x18519,0053 Ryan Islands,62637,CO,Auto,659673.98,6194.58,5161.84,2023-09-03,2025-09-02,2025-02-20,276770.96,Approved,Brian Hernandez,,2026-01-31
POL-0001011,CLM-00001011,CUST-55874,Lindsay Sullivan,450-62-8997,lawrence49@example.org,(723)743-2177x42965,748 Dunn Avenue Apt. 450,69360,IL,Home,1077142.15,6369.3,8495.11,2022-12-01,2027-11-30,2025-10-04,278804.47,Settled,Kenneth White,218872.99,2024-10-24
POL-0001012,CLM-00001012,CUST-46422,Christina Perez,924-77-8845,bmacias@example.net,001-263-939-4952,601 Webb Fort,31816,CA,Auto,84023.67,1079.81,5421.72,2023-02-09,2024-02-09,2023-10-09,16185.94,Approved,Ashley Mcclain,,2025-07-07
POL-0001013,,CUST-28468,Peter Hill,735-47-5425,jonesdaniel@example.org,+1-816-646-1344x77150,4154 Mitchell Streets,74450,AZ,Home,1854533.35,8879.96,6446.73,2024-08-12,2027-08-12,2024-08-26,802501.01,Settled,Denise Green,638341.29,2025-01-10
POL-0001014,CLM-00001014,CUST-68772,Maria Jones,903-15-2859,maddoxrhonda@example.org,001-601-722-5241x3601,276 Williams Cape Suite 340,42261,NY,Health,1148832.06,5272.91,4673.47,2021-07-31,2018-06-13,2024-06-25,220229.67,Submitted,,,2024-05-03
POL-0001015,CLM-00001015,CUST-74636,Benjamin Johnson,709-82-8666,jacob50@example.com,+1-860-693-6730x333,9592 Angela Lakes,69870,CA,Auto,1833614.61,14517.99,8977.35,2025-04-06,2026-04-06,2025-08-25,868619.94,Settled,,596389.68,2024-05-19
POL-0001016,CLM-00001016,CUST-39893,Martin Young,532-31-3982,jamesfletcher@example.com,577-884-0317x5529,89840 Cortez Green,28278,WA,Auto,1013302.9,8430.84,3002.5,2023-10-09,2024-10-08,2024-09-05,593164.65,Rejected,Dr. Tina Reyes MD,,2024-12-07
POL-0001017,,CUST-76433,Sheri Villanueva,620-64-2114,martinjonathan@example.net,534-657-1685x094,967 Kevin Inlet,95168,NC,Home,505926.55,3862.17,544.69,2023-01-01,2024-01-01,2023-01-05,52043.14,Submitted,,,2025-01-05
POL-0001018,CLM-00001018,CUST-86241,Kathryn Turner,429-73-3612,ekelly@example.org,001-786-242-5945x48946,6696 Tyler Park,30628,IL,Health,38854.52,544.44,5684.96,2024-02-09,2028-02-08,2024-12-04,24724.83,Submitted,,,2024-10-20
POL-0001019,CLM-00001019,CUST-37345,Donald Villa,843-59-9332,jackcarrillo@example.com,935.877.4539,8921 Brittany Cliff Suite 135,95237,TX,Health,1911825.1,27975.44,3655.61,2023-11-10,2028-11-08,2025-11-27,974116.17,Approved,Brian Hernandez,,2025-06-09
POL-0001020,CLM-00001020,CUST-93923,Tami Lawson,945-37-1681,gentrychristina@example.org,(305)761-9457x95107,358 Clark Course,50389,NC,Health,733677.5,8801.08,4843.39,2021-11-21,2022-11-21,2022-04-25,172574.27,Approved,Michelle Davis,,2024-06-27
POL-0001021,CLM-00001021,CUST-56879,Melanie Carroll,173-38-1432,hornsteven@example.com,001-981-208-4887,89637 Powell Crossing Suite 916,22015,AZ,Life,1804692.02,12716.7,8344.53,2021-10-15,2026-10-14,2025-09-07,1222534.29,Approved,,,2022-11-21
POL-0001022,CLM-00001022,CUST-85213,Deborah Foster,707-82-2281,longjohn@example.org,001-898-737-5520x6843,9107 Tracy Crossroad,49363,AZ,Commercial,1466950.55,19000.55,6619.99,2022-09-27,2024-09-26,2023-07-13,721596.67,Under Review,Kenneth White,,2024-12-30
POL-0001023,CLM-00001023,CUST-73143,Matthew Kennedy,975-99-3642,damon71@example.org,266-556-8704,8042 Jessica Plains,1234,FL,Home,205869.3,945.89,7678.94,2025-03-06,2029-03-05,2025-06-13,30716.49,Under Review,Renee Patel,,2026-02-12
POL-0001024,CLM-00001024,CUST-18293,James Smith,297-80-4104,bgeorge@example.org,+1-442-866-8323,87898 Anthony Orchard,37262,WA,Commercial,232178.87,777.41,5048.93,2020-10-04,2024-10-03,2024-09-21,185638.88,Submitted,,,2025-02-24
POL-0001025,CLM-00001025,CUST-52032,Daniel Roberts,112-34-6145,christina90@example.net,533-357-6323x094,6214 Brady Harbor Apt. 244,84453,AZ,Commercial,68054.27,323.32,3279.08,2022-05-23,2023-05-23,2023-04-23,19604.88,Approved,Caleb West,,2025-07-19
POL-0001026,CLM-00001026,CUST-61765,Paul Hill,193-49-5289,nthompson@example.net,(739)375-7627x86537,558 Rush Camp,20551,IL,health,1870621.83,5211.63,4712.87,2023-06-27,2024-06-26,2024-06-25,1308835.24,Approved,Dr. Tina Reyes MD,,2024-09-19
POL-0001027,CLM-00001027,CUST-32465,Matthew Blanchard,266-72-2381,barbara12@example.net,+1-775-530-1263,1045 Shelby Mountains Suite 014,61493,TX,Health,1213045.52,13127.66,3223.75,2020-08-01,2024-07-31,2021-05-19,293986.16,Submitted,,,2023-05-28
POL-0001028,CLM-00001028,CUST-41023,Kimberly Anderson,109-32-1110,ashley91@example.net,731-680-1020,4253 Linda Track Suite 300,82513,CA,Home,688573.58,6187.06,4199.96,2022-09-27,2025-09-26,2023-05-27,22362.78,Approved,Louis Moyer,,2025-11-06
POL-0001029,CLM-00001029,CUST-94119,Harold Morris,395-30-3426,lmills@example.org,378.215.5089x4136,115 Melissa Run,74972,IL,Home,385519.0,5285.17,343.65,2024-09-15,2026-09-15,2025-05-29,15654.86,Under Review,Kenneth White,,2024-11-21
POL-0001030,CLM-00001030,CUST-16367,Martha Lewis,177-35-7610,deantimothy@example.net,001-642-681-7966x7700,61858 Roberson Lake Apt. 002,22578,AZ,Life,1876915.13,10968.95,445.16,2022-02-03,2027-02-02,2025-10-15,1492501.79,Settled,,1037017.53,2025-10-21
POL-0001031,CLM-00001031,CUST-68026,Jennifer Pearson,430-28-2063,lgrimes@example.org,001-465-634-5945x91436,6459 Williams Lock,46235,CO,Life,1693606.07,6910.64,6158.12,2022-10-03,2023-10-03,2023-03-19,715272.47,Settled,John Meyer,618375.49,2024-04-26
POL-0001032,,CUST-27649,Cheyenne Oconnor,127-82-9017,mikaylacummings@example.com,001-412-469-5614,8853 Catherine Center Apt. 861,13801,GA,AUTO,447222.9,6234.3,2337.01,2022-06-11,2025-06-10,2025-03-30,504817.6346669651,Settled,Louis Moyer,5672.7,2022-03-15
POL-0001033,,CUST-87952,Randall Gray,276-68-9107,cherylsullivan@example.com,426-552-9160x89790,6709 Andres Ville Apt. 917,80490,CO,Life,1780754.68,9366.37,2327.47,2023-03-20,2027-03-19,2024-07-17,1087121.38,Under Review,Dr. Tina Reyes MD,,2025-05-25
POL-0001034,CLM-00001034,CUST-91867,Paige Tate,109-25-8329,osbornecharles@example.com,+1-570-436-7082x4236,479 Miller Port,,WA,Health,1044088.68,3381.92,4908.94,2022-12-02,2025-12-01,2023-04-01,411325.35,Under Review,John Meyer,,2025-06-15
POL-0001035,CLM-00001035,CUST-92922,Douglas Rogers,924-98-9439,gshaw@example.org,001-940-242-6657x7333,153 Ibarra Streets Apt. 862,96623,TX,Auto,1694383.41,13470.93,4417.21,2023-10-16,2027-10-15,2024-02-04,43988.35,Submitted,,,2026-03-21
POL-0001036,CLM-00001036,CUST-83412,Margaret Rios,106-24-3876,amanda65@example.com,703-654-9363,8887 Dillon Mews Apt. 789,74276,CA,Health,1455647.71,6890.89,451.91,2023-08-16,2026-08-15,2026-03-31,779611.52,Settled,Renee Patel,670738.49,2025-08-06
POL-0001037,CLM-00001037,CUST-68072,Dustin Cook,515-53-6443,robinsongregory@example.com,598.729.4113x22855,1956 Franco Estates Suite 091,20029,IL,Auto,1407053.07,19193.31,5696.76,2023-07-22,2024-07-21,2024-07-13,518538.94,Submitted,,,2026-02-03
POL-0001038,CLM-00001038,CUST-31305,Bobby Robinson,169-83-4358,brian83@example.org,503.372.3998x1597,48561 Heath Forks Suite 899,52096,CA,Auto,1006298.79,13301.35,5664.18,2022-07-18,2027-07-17,2024-07-26,2450274.3531133193,Under Review,Jennifer Reid,,2024-11-10
POL-0001039,CLM-00001039,CUST-12245,Richard Curry,830-46-7879,cynthia82@example.net,460.922.9983,18662 Jennifer Dam Suite 934,71669,FL,Health,1309985.92,16449.36,5616.27,2021-08-28,2026-08-27,2022-07-02,584330.56,Settled,Jesse Tyler,549793.19,2021-09-02
POL-0001040,CLM-00001040,CUST-40228,Jennifer Johnson,908-47-4262,mcdanielmichael@example.org,528.253.9889x0579,362 Angel Pine,80085,CO,Home,448898.39,3352.73,5162.11,2022-08-17,2025-08-16,2024-03-25,60397.45,Approved,,,2025-05-18
POL-0001041,CLM-00001041,CUST-72035,John Diaz,414-36-3801,greenandrew@example.com,313.467.4338x6759,3499 Kevin Rue,23566,CO,Commercial,1647065.68,10923.13,3422.57,2020-06-17,2022-06-17,2022-02-02,668109.22,Approved,Denise Green,,2025-10-24
POL-0001042,CLM-00001042,CUST-14093,Heather Blake,546-54-5136,banksbradley@example.com,(537)214-9976x58121,197 Elizabeth Burg Suite 196,40055,TX,Life,632721.74,7783.05,8193.24,2023-07-09,2026-07-08,2025-11-13,399414.08,Settled,Phillip Sherman,341896.72,2023-12-03
POL-0001043,CLM-00001043,CUST-27322,John Dudley,806-10-4043,mdavies@example.com,001-675-590-4147x14662,412 Jay Drive Suite 284,89947,FL,Life,1744691.28,6289.13,1658.85,2021-05-11,2024-05-10,2021-09-17,346728.08,Settled,Denise Green,331839.95,2024-04-22
POL-0001044,CLM-00001044,CUST-79955,Amanda Anderson,722-70-1969,amanda02@example.org,+1-717-955-1591,8072 Archer Turnpike Apt. 177,74867,FL,Home,1318042.47,3155.86,6441.56,2022-06-02,2023-06-02,2023-05-10,164685.42,Under Review,Eric Butler,,2022-07-14
POL-0001045,CLM-00001045,CUST-78714,Lori Monroe,394-23-1396,tburns@example.org,464-389-9515x7166,5957 Shields Crescent Suite 679,84166,GA,Commercial,852703.74,11790.69,6990.07,2023-06-27,2024-06-26,2023-10-26,519008.86,Submitted,,,2026-04-11
POL-0001046,CLM-00001046,CUST-41749,Elizabeth Solis,662-60-4140,prestonandrea@example.net,888-327-0003,25981 Ayala Mission,07235,AZ,Home,1377103.56,6433.92,4180.3,2021-10-24,2025-10-23,2023-08-04,509010.19,Under Review,Brian Hernandez,,2025-01-11
POL-0001047,CLM-00001047,CUST-32187,Vincent Holmes,627-95-1316,inewman@example.org,+1-751-990-0204x911,36968 Lang Port Apt. 231,23424,IL,Life,241480.48,1726.1,1125.25,2020-12-25,2022-12-25,2021-03-07,105605.65,Rejected,Brian Hernandez,,2024-05-27
POL-0001048,CLM-00001048,CUST-95071,Dennis Wallace,648-65-2455,vincent84@example.org,530-997-1216,891 Martinez Forest Suite 418,22216,CO,Health,1478606.2,13000.67,5840.39,2020-12-03,2022-12-03,2021-01-01,655783.15,Submitted,,,2024-12-23
POL-0001049,CLM-00001049,CUST-27161,Jennifer Lee,831-67-6243,landrydavid@example.org,936.935.8784,9089 David Club,59538,NY,Home,216882.21,2859.33,8918.75,2023-04-01,2028-03-30,2024-02-19,82389.03,Approved,John Meyer,,2024-04-20
POL-0001050,CLM-00001050,CUST-60674,Rebecca Patel DDS,891-30-7196,heidizuniga@example.org,215-404-1691,212 Carlos Grove Apt. 042,,IL,Health,1834522.35,5307.11,8840.32,2024-09-06,2025-09-06,2025-05-31,254398.49,Under Review,Eric Butler,,2025-06-01
POL-0001051,CLM-00001051,CUST-98843,Danny Calderon,838-19-4669,joshua37@example.org,(662)452-8670,1396 Walker Field Suite 635,25760,GA,Auto,948263.51,9070.14,8101.92,2024-07-31,2028-07-30,2024-09-07,37604.73,Settled,Randy Brown,33271.58,2025-11-08
POL-0001052,CLM-00001052,CUST-87317,Anna Hendricks,766-38-2180,michaelhines@example.org,767-552-7128x6872,4139 Mark Forest Apt. 906,30410,CO,Health,160010.84,476.83,9158.22,2022-10-27,2026-10-26,2023-12-12,67596.33,Settled,,49985.22,2025-10-29
POL-0001053,CLM-00001053,CUST-47548,Sharon Johnson,628-72-1374,jessica55@example.org,(288)661-1912x0116,638 Clark Parks Apt. 705,09228,NY,Commercial,550381.62,1714.92,8994.76,2023-03-28,2026-03-27,2025-05-16,165121.54,Rejected,Brett White,,2024-07-02
POL-0001054,CLM-00001054,CUST-12920,David Weeks,915-70-3991,vmunoz@example.org,349-649-4263x597,7759 Jones Ranch,12631,NY,Life,1634041.47,14439.74,2228.04,2022-01-07,2026-01-06,2022-07-20,3232187.078236777,Settled,Phillip Sherman,442134.82,2026-02-11
POL-0001055,CLM-00001055,CUST-16575,Michael Burke,819-69-3729,marissa72@example.org,001-351-380-9864x5904,3199 Rose Way,73768,GA,Home,405608.17,5126.37,6132.68,2021-12-04,2023-12-04,2022-04-27,224850.78,Rejected,Brett White,,2024-10-24
POL-0001056,CLM-00001056,CUST-95290,Kathryn Leonard,203-76-8133,wisedaniel@example.net,001-220-323-1340x24940,092 Ochoa Ferry,13132,FL,Auto,1436688.26,7014.17,3741.67,2023-11-19,2028-11-17,2025-11-06,919051.84,Approved,Douglas Ferguson,,2025-12-05
POL-0001057,CLM-00001057,CUST-34363,Jeremy Tran,236-42-4339,margaretwagner@example.org,348.556.2341x9835,00084 Johnny Flats,60821,IL,Commercial,1166170.11,3202.01,8368.39,2021-07-05,2023-07-05,2021-07-07,878468.98,Settled,Karen Miller,807728.64,2025-07-18
POL-0001058,CLM-00001058,CUST-50251,Elizabeth Diaz,360-48-4445,yjones@example.org,+1-424-618-0028,50232 Ford Tunnel,17029,CA,Auto,778461.13,2685.31,427.41,2024-04-07,2026-04-07,2026-03-22,477934.78,Under Review,,,2026-01-22
